ID,ADULTS,CHILDREN,INFANTS,HAUL_TYPE,DISTANCE,DEVICE,TRIP_TYPE,EXTRA_BAGGAGE,TRIP_LEN_DAYS,COMPANY,FAMILY_SIZE,IS_ALONE
2187,2,0,0,CONTINENTAL,853.381,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,2,NOT_ALONE
29554,1,0,0,CONTINENTAL,2063.17,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,41,OPODO,1,ALONE
26776,1,0,0,CONTINENTAL,1030.9,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
11627,1,0,0,INTERCONTINENTAL,5079.22,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
48701,1,0,0,CONTINENTAL,2452.62,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
40261,1,0,0,CONTINENTAL,694.935,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
4712,1,0,0,CONTINENTAL,1248.19,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
2986,1,0,0,INTERCONTINENTAL,8155.38,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,23,EDREAMS,1,ALONE
23944,1,0,0,DOMESTIC,740.831,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
12590,1,0,0,DOMESTIC,467.877,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
36329,1,0,0,CONTINENTAL,384.256,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,8,EDREAMS,1,ALONE
19797,1,0,0,CONTINENTAL,2981.56,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
31054,1,0,0,INTERCONTINENTAL,2094.97,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
47100,1,0,0,CONTINENTAL,873.944,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
35809,2,0,0,DOMESTIC,490.473,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
7249,3,0,0,DOMESTIC,788.826,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,EDREAMS,3,NOT_ALONE
17762,1,0,0,CONTINENTAL,958.612,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
36080,1,0,0,INTERCONTINENTAL,8067.85,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,12,EDREAMS,1,ALONE
4425,1,0,0,CONTINENTAL,1938.07,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
33336,1,0,0,DOMESTIC,574.292,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
39174,2,0,0,CONTINENTAL,978.527,OTHER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,OTHER,2,NOT_ALONE
817,3,0,0,CONTINENTAL,1895.86,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,7,EDREAMS,3,NOT_ALONE
12126,2,0,0,INTERCONTINENTAL,8135.43,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,355,EDREAMS,2,NOT_ALONE
20802,1,0,0,INTERCONTINENTAL,9726.46,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
34656,1,0,0,DOMESTIC,3660.31,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,EDREAMS,1,ALONE
16662,1,0,0,DOMESTIC,456.815,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
3626,1,0,0,CONTINENTAL,2185.98,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,1,ALONE
12183,1,0,0,CONTINENTAL,845.974,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,1,ALONE
20002,1,0,0,CONTINENTAL,777.206,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,8,EDREAMS,1,ALONE
40306,1,0,0,INTERCONTINENTAL,5268.72,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,9,EDREAMS,1,ALONE
1430,1,0,0,CONTINENTAL,841.845,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
32805,1,0,0,INTERCONTINENTAL,2034.3,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
18473,2,0,0,CONTINENTAL,469.809,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,2,NOT_ALONE
17306,2,3,0,INTERCONTINENTAL,2431.02,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,16,OPODO,5,NOT_ALONE
47371,1,0,0,CONTINENTAL,1474.89,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
9376,1,0,0,INTERCONTINENTAL,8190.98,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,26,OPODO,1,ALONE
44872,1,0,0,CONTINENTAL,377.162,OTHER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,OTHER,1,ALONE
27914,2,0,0,CONTINENTAL,1650.85,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
19942,4,0,0,CONTINENTAL,281.906,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,27,EDREAMS,4,NOT_ALONE
15527,1,0,0,INTERCONTINENTAL,0,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
36430,1,0,0,CONTINENTAL,870.055,OTHER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,OTHER,1,ALONE
38217,1,0,0,CONTINENTAL,1304.66,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
6823,1,0,0,INTERCONTINENTAL,8459.5,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,334,EDREAMS,1,ALONE
39540,4,3,0,INTERCONTINENTAL,1554.14,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,11,OPODO,7,NOT_ALONE
7171,1,0,0,INTERCONTINENTAL,3289.24,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
23056,3,1,0,CONTINENTAL,735.745,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,4,NOT_ALONE
1124,1,0,0,INTERCONTINENTAL,9525.45,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,28,EDREAMS,1,ALONE
21822,1,0,0,DOMESTIC,657.45,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
17071,1,0,0,INTERCONTINENTAL,9178.42,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,56,GO_VOYAGE,1,ALONE
9548,2,0,0,INTERCONTINENTAL,8117.63,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,17,OPODO,2,NOT_ALONE
7424,2,0,0,CONTINENTAL,1663.19,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,OPODO,2,NOT_ALONE
1585,1,0,0,CONTINENTAL,852.374,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
49876,2,0,0,CONTINENTAL,980.665,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,OPODO,2,NOT_ALONE
35111,1,0,0,DOMESTIC,207.63,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
16774,2,0,0,INTERCONTINENTAL,6149.26,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,2,NOT_ALONE
12122,1,0,0,INTERCONTINENTAL,3274.28,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,12,EDREAMS,1,ALONE
1425,1,0,0,CONTINENTAL,2070.57,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
33737,2,1,0,DOMESTIC,1748.73,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,3,NOT_ALONE
10349,4,1,0,INTERCONTINENTAL,6655.64,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,5,NOT_ALONE
41833,1,0,0,DOMESTIC,680.656,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
36643,1,0,0,INTERCONTINENTAL,1814.66,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
48374,3,0,0,CONTINENTAL,830.076,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,3,NOT_ALONE
15072,1,0,0,DOMESTIC,1848.78,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,1,ALONE
21717,1,0,0,CONTINENTAL,2073.76,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,12,EDREAMS,1,ALONE
7035,1,0,0,CONTINENTAL,442.33,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
48391,1,0,0,CONTINENTAL,1723.93,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,14,EDREAMS,1,ALONE
20343,2,0,0,INTERCONTINENTAL,9089.47,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,15,OPODO,2,NOT_ALONE
45191,3,0,0,INTERCONTINENTAL,1994.43,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,20,OPODO,3,NOT_ALONE
42187,1,0,0,CONTINENTAL,1206.05,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,25,EDREAMS,1,ALONE
27930,2,0,0,DOMESTIC,2597.07,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,2,NOT_ALONE
8878,1,0,0,DOMESTIC,520.184,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,OPODO,1,ALONE
6222,1,0,0,DOMESTIC,870.387,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,37,EDREAMS,1,ALONE
12299,1,0,0,DOMESTIC,809.325,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
32354,2,0,0,CONTINENTAL,999.851,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,2,NOT_ALONE
5537,1,0,0,INTERCONTINENTAL,1956.56,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,10,OPODO,1,ALONE
16957,1,0,0,CONTINENTAL,374.417,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
15269,2,0,0,CONTINENTAL,976.171,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,OPODO,2,NOT_ALONE
7926,1,0,0,DOMESTIC,498.313,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,OPODO,1,ALONE
20531,1,0,0,INTERCONTINENTAL,5832.44,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,OPODO,1,ALONE
46174,1,0,0,DOMESTIC,583.357,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
40762,1,0,0,CONTINENTAL,1177.76,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,8,EDREAMS,1,ALONE
45917,5,0,0,CONTINENTAL,346.229,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,OPODO,5,NOT_ALONE
13677,2,0,0,INTERCONTINENTAL,10769.6,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,13,EDREAMS,2,NOT_ALONE
14225,1,0,0,CONTINENTAL,1422.52,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,OPODO,1,ALONE
3756,1,0,0,CONTINENTAL,923.857,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
32189,2,0,0,CONTINENTAL,1453.92,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,2,NOT_ALONE
22020,1,2,0,DOMESTIC,767.178,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,3,NOT_ALONE
21764,1,0,0,DOMESTIC,434.416,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
1694,1,0,0,CONTINENTAL,1424.64,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
20715,2,0,0,CONTINENTAL,2458.34,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
16889,4,0,0,DOMESTIC,744.747,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,32,EDREAMS,4,NOT_ALONE
5623,1,0,0,CONTINENTAL,682.118,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
6220,1,0,0,CONTINENTAL,864.732,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
29447,1,0,0,CONTINENTAL,2062.19,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
33419,1,0,0,CONTINENTAL,1444.25,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,OPODO,1,ALONE
5702,1,0,0,CONTINENTAL,1710.05,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,OPODO,1,ALONE
8606,2,0,0,DOMESTIC,767.178,TABLET,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
35391,1,0,0,CONTINENTAL,850.395,SMARTPHONE,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,5,OPODO,1,ALONE
34189,1,0,0,CONTINENTAL,682.118,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,OPODO,1,ALONE
45821,1,0,0,CONTINENTAL,1265.51,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,34,OPODO,1,ALONE
13759,1,0,0,INTERCONTINENTAL,10098.2,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,298,EDREAMS,1,ALONE
7823,2,0,0,CONTINENTAL,1608.16,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
5399,1,0,0,CONTINENTAL,957.702,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
3017,1,0,0,DOMESTIC,2621.99,SMARTPHONE,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
13039,1,0,0,CONTINENTAL,783.313,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
43684,2,2,0,DOMESTIC,467.877,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,7,EDREAMS,4,NOT_ALONE
20076,2,0,0,CONTINENTAL,1715.37,TABLET,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,2,NOT_ALONE
1804,1,0,0,DOMESTIC,520.184,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,OPODO,1,ALONE
40952,1,0,0,DOMESTIC,1481.85,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,10,EDREAMS,1,ALONE
42033,1,0,0,INTERCONTINENTAL,8544.85,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,25,EDREAMS,1,ALONE
46310,1,0,0,DOMESTIC,433.902,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,EDREAMS,1,ALONE
34518,2,0,0,DOMESTIC,653.741,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,4,OPODO,2,NOT_ALONE
25559,2,0,0,CONTINENTAL,350.009,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,4,EDREAMS,2,NOT_ALONE
45690,1,0,0,INTERCONTINENTAL,12268.8,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,21,GO_VOYAGE,1,ALONE
7833,2,0,0,DOMESTIC,632.3,TABLET,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,2,NOT_ALONE
10191,2,0,0,CONTINENTAL,1207.52,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,EDREAMS,2,NOT_ALONE
31765,1,0,0,CONTINENTAL,1196.83,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,6,OPODO,1,ALONE
25214,1,0,0,DOMESTIC,274.581,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,EDREAMS,1,ALONE
35831,1,0,0,INTERCONTINENTAL,3628.37,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,15,OPODO,1,ALONE
11433,1,0,0,DOMESTIC,456.815,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,2,EDREAMS,1,ALONE
2558,1,0,0,INTERCONTINENTAL,8652.69,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,35,EDREAMS,1,ALONE
36272,1,0,0,DOMESTIC,1688.94,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,10,EDREAMS,1,ALONE
29679,1,0,0,DOMESTIC,789.089,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,OPODO,1,ALONE
43400,1,0,0,CONTINENTAL,1363.72,COMPUTER,MULTI_DESTINATION,NO_EXTRA_BAGGAGE,5,OPODO,1,ALONE
20577,1,0,0,CONTINENTAL,493.693,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
10793,1,0,0,CONTINENTAL,1061.73,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,1,ALONE
16601,4,0,0,CONTINENTAL,1607.61,SMARTPHONE,ROUND_TRIP,NO_EXTRA_BAGGAGE,3,EDREAMS,4,NOT_ALONE
47729,2,0,0,CONTINENTAL,1989.4,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
13883,1,0,0,INTERCONTINENTAL,10731.6,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,24,EDREAMS,1,ALONE
43405,1,0,0,DOMESTIC,995.55,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
9264,1,0,0,DOMESTIC,366.956,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
49823,1,0,0,INTERCONTINENTAL,1081.86,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,GO_VOYAGE,1,ALONE
26123,1,0,0,CONTINENTAL,1850.55,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,6,OPODO,1,ALONE
15158,1,0,0,DOMESTIC,692.814,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,0,EDREAMS,1,ALONE
1459,1,0,0,DOMESTIC,691.08,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,5,EDREAMS,1,ALONE
7739,1,0,0,CONTINENTAL,750.249,COMPUTER,ROUND_TRIP,NO_EXTRA_BAGGAGE,1,EDREAMS,1,ALONE
21127,1,1,0,DOMESTIC,674.094,COMPUTER,ONE_WAY,NO_EXTRA_BAGGAGE,0,OPODO,2,NOT_ALONE
